,time,hum,pre,rain,sunlight,temp,visible-1,w-1,w-2,w-3,weather
1169,2021-10-04 10:10:00,65,1013.8,0.0,3.5,30.887,>30,NE,4.93,13.16,CLEAR
1178,2021-10-04 10:20:00,63,1013.9,0.0,3.7,30.887,>30,NNE,6.24,13.16,CLEAR
1185,2021-10-04 10:30:00,63,1013.9,0.0,3.8,30.988,>30,NE,5.43,13.16,CLEAR
1187,2021-10-04 10:40:00,63,1013.9,0.0,4.0,31.188,>30,NE,4.53,13.16,CLEAR
1370,2021-10-04 10:50:00,62,1013.8,0.0,4.2,31.188,>30,NE,6.14,13.16,CLEAR
1210,2021-10-04 11:00:00,62,1013.8,0.0,4.3,31.088,21-30,NE,6.24,13.16,CLEAR
1368,2021-10-04 11:10:00,61,1013.9,0.0,4.5,31.188,>30,NE,5.23,12.46,CLEAR
1367,2021-10-04 11:20:00,61,1013.9,0.0,4.6,31.489,>30,NE,4.43,12.46,CLEAR
1227,2021-10-04 11:30:00,62,1013.9,0.0,4.8,31.188,>30,NE,4.13,12.46,CLEAR
1242,2021-10-04 11:40:00,63,1013.7,0.0,5.0,31.689,>30,NE,4.63,12.46,CLEAR
1364,2021-10-04 11:50:00,65,1013.4,0.0,5.1,31.589,>30,NE,4.93,12.46,PARTLY CLOUDY
1255,2021-10-04 12:00:00,63,1013.2,0.0,5.3,31.288,>30,NE,5.33,12.66,CLEAR
1264,2021-10-04 12:10:00,64,1013.2,0.0,5.5,31.489,>30,NE,4.63,10.25,CLEAR
1267,2021-10-04 12:20:00,64,1013.1,0.0,5.6,31.689,>30,NE,4.33,11.36,PARTLY CLOUDY
1360,2021-10-04 12:30:00,64,1012.8,0.0,5.8,31.388,>30,NE,4.83,11.36,PARTLY CLOUDY
1290,2021-10-04 12:40:00,65,1012.8,0.0,6.0,31.388,>30,NE,5.33,11.36,PARTLY CLOUDY
1295,2021-10-04 12:50:00,65,1012.7,0.0,6.1,30.787,>30,NE,5.13,11.36,PARTLY CLOUDY
1357,2021-10-04 13:00:00,63,1012.7,0.0,6.2,30.887,>30,NE,5.23,11.46,PARTLY CLOUDY
1356,2021-10-04 13:10:00,65,1012.7,0.0,6.2,30.988,>30,NE,3.43,--,PARTLY CLOUDY
1316,2021-10-04 13:20:00,63,1012.7,0.0,6.3,30.787,>30,ENE,3.43,--,PARTLY CLOUDY
1323,2021-10-04 13:30:00,63,1012.8,0.0,6.3,30.487,>30,ENE,4.73,11.56,PARTLY CLOUDY
1353,2021-10-04 13:40:00,66,1012.5,0.0,6.3,30.387,>30,NE,4.13,11.56,CLOUDY
1352,2021-10-04 13:50:00,65,1012.2,0.0,6.3,30.687,>30,NE,3.53,12.06,CLOUDY
1346,2021-10-04 14:00:00,65,1012.0,0.0,6.3,30.787,21-30,NE,4.33,12.06,PARTLY CLOUDY
1348,2021-10-04 14:10:00,65,1011.7,0.0,6.4,30.587,>30,NE,4.83,10.15,CLOUDY
